,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr2_25399736_25400563_+,6,363,chr2,25399736,25400563,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000028328.2', 'ENSMUST00000148859.1', 'ENSMUST00000124277.1']","['ENSMUST00000028328.2', 'ENSMUST00000148859.1', 'ENSMUST00000124277.1']","['ENSMUST00000148859.1', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']",[],['ENSMUST00000132287.7'],"['processed_transcript', 'protein_coding']","['ENSMUSG00000015094.16', 'ENSMUSG00000015085.8']","['Npdc1', 'Entpd2']","['ENSMUST00000148859.1', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']","['ENSMUST00000148859.1', 'ENSMUST00000132287.7', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']",['protein_coding']
chr2_25400698_25400769_+,7,455,chr2,25400698,25400769,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000028328.2', 'ENSMUST00000148859.1', 'ENSMUST00000124277.1', 'ENSMUST00000132287.7']","['ENSMUST00000028328.2', 'ENSMUST00000148859.1', 'ENSMUST00000124277.1']","['ENSMUST00000148859.1', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']",['ENSMUST00000132287.7'],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000015094.16', 'ENSMUSG00000015085.8']","['Npdc1', 'Entpd2']","['ENSMUST00000148859.1', 'ENSMUST00000132287.7', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']","['ENSMUST00000148859.1', 'ENSMUST00000124277.1', 'ENSMUST00000028328.2']",['protein_coding']
chr2_167644182_167644763_-,9,266,chr2,167644182,167644763,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1', 'ENSMUST00000142148.1']","['ENSMUST00000006587.6', 'ENSMUST00000148262.1', 'ENSMUST00000142148.1']","['ENSMUST00000142148.1', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",['ENSMUST00000125544.2'],[],"['processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000089739.2', 'ENSMUSG00000090213.1']","['Gm20431', 'Tmem189']","['ENSMUST00000142148.1', 'ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']","['ENSMUST00000142148.1', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",['protein_coding']
chr2_167644976_167646031_-,9,213,chr2,167644976,167646031,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",[],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000089739.2', 'ENSMUSG00000090213.1']","['Gm20431', 'Tmem189']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",['protein_coding']
chr2_167646176_167646967_-,9,201,chr2,167646176,167646967,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",[],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000089739.2', 'ENSMUSG00000090213.1']","['Gm20431', 'Tmem189']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",['protein_coding']
chr2_167647059_167654607_-,9,234,chr2,167647059,167654607,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000006587.6', 'ENSMUST00000148262.1']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",[],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000089739.2', 'ENSMUSG00000090213.1']","['Gm20431', 'Tmem189']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']","['ENSMUST00000125544.2', 'ENSMUST00000148262.1', 'ENSMUST00000006587.6']",['protein_coding']
chr2_176711935_176718956_+,7,202,chr2,176711935,176718956,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000141122.1', 'ENSMUST00000108981.8', 'ENSMUST00000108980.8', 'ENSMUST00000108983.3']","['ENSMUST00000141122.1', 'ENSMUST00000108981.8', 'ENSMUST00000108980.8', 'ENSMUST00000108983.3']","['ENSMUST00000108980.8', 'ENSMUST00000108983.3', 'ENSMUST00000108981.8', 'ENSMUST00000141122.1']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000078878.9', 'ENSMUSG00000078879.10']","['Gm14305', 'Zfp973']","['ENSMUST00000108980.8', 'ENSMUST00000108983.3', 'ENSMUST00000108981.8', 'ENSMUST00000141122.1']","['ENSMUST00000108980.8', 'ENSMUST00000108983.3', 'ENSMUST00000108981.8', 'ENSMUST00000141122.1']",['protein_coding']
chr3_36465335_36475429_-,24,3221,chr3,36465335,36475429,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000029266.13', 'ENSMUST00000199478.1']","['ENSMUST00000029266.13', 'ENSMUST00000199478.1']","['ENSMUST00000199478.1', 'ENSMUST00000029266.13']",['ENSMUST00000184519.1'],[],"['miRNA', 'protein_coding']","['ENSMUSG00000098808.1', 'ENSMUSG00000027712.13']","['Mir7009', 'Anxa5']","['ENSMUST00000199478.1', 'ENSMUST00000184519.1', 'ENSMUST00000029266.13']","['ENSMUST00000199478.1', 'ENSMUST00000029266.13']","['miRNA', 'protein_coding']"
chr3_36475460_36475572_-,24,3491,chr3,36475460,36475572,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000029266.13', 'ENSMUST00000199478.1']","['ENSMUST00000029266.13', 'ENSMUST00000199478.1']","['ENSMUST00000199478.1', 'ENSMUST00000029266.13']",[],['ENSMUST00000184519.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000098808.1', 'ENSMUSG00000027712.13']","['Mir7009', 'Anxa5']","['ENSMUST00000199478.1', 'ENSMUST00000029266.13']","['ENSMUST00000199478.1', 'ENSMUST00000184519.1', 'ENSMUST00000029266.13']","['miRNA', 'protein_coding']"
chr3_95734470_95734822_-,11,1474,chr3,95734470,95734822,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000117507.8', 'ENSMUST00000029753.12', 'ENSMUST00000144958.1']","['ENSMUST00000117507.8', 'ENSMUST00000029753.12', 'ENSMUST00000144958.1']","['ENSMUST00000029753.12', 'ENSMUST00000117507.8', 'ENSMUST00000144958.1']",['ENSMUST00000183853.1'],[],"['miRNA', 'protein_coding', 'retained_intron']","['ENSMUSG00000028108.15', 'ENSMUSG00000098737.1']","['Ecm1', 'Mir7014']","['ENSMUST00000029753.12', 'ENSMUST00000183853.1', 'ENSMUST00000117507.8', 'ENSMUST00000144958.1']","['ENSMUST00000029753.12', 'ENSMUST00000117507.8', 'ENSMUST00000144958.1']","['miRNA', 'protein_coding']"
chr3_95734910_95735198_-,11,1671,chr3,95734910,95735198,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000117507.8', 'ENSMUST00000029753.12']","['ENSMUST00000117507.8', 'ENSMUST00000029753.12']","['ENSMUST00000029753.12', 'ENSMUST00000117507.8']",[],['ENSMUST00000183853.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000028108.15', 'ENSMUSG00000098737.1']","['Ecm1', 'Mir7014']","['ENSMUST00000029753.12', 'ENSMUST00000117507.8']","['ENSMUST00000029753.12', 'ENSMUST00000183853.1', 'ENSMUST00000117507.8']","['miRNA', 'protein_coding']"
chr4_59003557_59017669_+,9,237,chr4,59003557,59017669,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000095070.3', 'ENSMUST00000150309.8', 'ENSMUST00000153467.2', 'ENSMUST00000174664.1']","['ENSMUST00000148366.7', 'ENSMUST00000152199.8', 'ENSMUST00000095070.3', 'ENSMUST00000153467.2']","['ENSMUST00000095070.3', 'ENSMUST00000153467.2', 'ENSMUST00000150309.8']",['ENSMUST00000174664.1'],"['ENSMUST00000152199.8', 'ENSMUST00000148366.7']","['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000092345.1', 'ENSMUSG00000070972.13']","['Gm20503', 'Dnajc25']","['ENSMUST00000174664.1', 'ENSMUST00000095070.3', 'ENSMUST00000153467.2', 'ENSMUST00000150309.8']","['ENSMUST00000153467.2', 'ENSMUST00000152199.8', 'ENSMUST00000095070.3', 'ENSMUST00000148366.7', 'ENSMUST00000150309.8']",['protein_coding']
chr5_32737454_32737985_-,13,810,chr5,32737454,32737985,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2']","['ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7']","['ENSMUST00000201314.1', 'ENSMUST00000197787.4']",['ENSMUST00000071829.11'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1']","['Pisd', 'Gm20671']","['ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7', 'ENSMUST00000201314.1']","['ENSMUST00000071829.11', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7']",['protein_coding']
chr5_32738534_32738781_-,13,766,chr5,32738534,32738781,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000202283.4', 'ENSMUST00000201980.4', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2', 'ENSMUST00000201314.1', 'ENSMUST00000197787.4', 'ENSMUST00000200390.4']","['ENSMUST00000142779.7', 'ENSMUST00000061895.15', 'ENSMUST00000202283.4', 'ENSMUST00000201980.4', 'ENSMUST00000142957.5', 'ENSMUST00000071829.11', 'ENSMUST00000120591.7', 'ENSMUST00000144673.2', 'ENSMUST00000201314.1', 'ENSMUST00000197787.4', 'ENSMUST00000200390.4']","['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000201980.4', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7', 'ENSMUST00000201314.1']","['ENSMUST00000138360.7', 'ENSMUST00000202641.1']",[],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000023452.19', 'ENSMUSG00000093574.1']","['Pisd', 'Gm20671']","['ENSMUST00000138360.7', 'ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000201980.4', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000202641.1', 'ENSMUST00000142779.7', 'ENSMUST00000201314.1']","['ENSMUST00000071829.11', 'ENSMUST00000200390.4', 'ENSMUST00000061895.15', 'ENSMUST00000142957.5', 'ENSMUST00000201980.4', 'ENSMUST00000144673.2', 'ENSMUST00000120591.7', 'ENSMUST00000197787.4', 'ENSMUST00000202283.4', 'ENSMUST00000142779.7', 'ENSMUST00000201314.1']",['protein_coding']
chr5_65424143_65427415_-,14,343,chr5,65424143,65427415,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000031103.13', 'ENSMUST00000131263.2']","['ENSMUST00000031103.13', 'ENSMUST00000131263.2']","['ENSMUST00000031103.13', 'ENSMUST00000131263.2']",['ENSMUST00000196121.1'],[],['protein_coding'],"['ENSMUSG00000105835.1', 'ENSMUSG00000029201.14']","['Gm43552', 'Ugdh']","['ENSMUST00000031103.13', 'ENSMUST00000196121.1', 'ENSMUST00000131263.2']","['ENSMUST00000031103.13', 'ENSMUST00000131263.2']",['protein_coding']
chr5_136991441_136991543_+,11,416,chr5,136991441,136991543,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000004968.10', 'ENSMUST00000129896.7', 'ENSMUST00000144784.7', 'ENSMUST00000151642.7', 'ENSMUST00000137419.1']","['ENSMUST00000004968.10', 'ENSMUST00000129896.7', 'ENSMUST00000144784.7', 'ENSMUST00000151642.7', 'ENSMUST00000137419.1']","['ENSMUST00000137419.1', 'ENSMUST00000151642.7', 'ENSMUST00000004968.10', 'ENSMUST00000129896.7', 'ENSMUST00000144784.7']",['ENSMUST00000102285.1'],['ENSMUST00000127100.1'],"['miRNA', 'protein_coding', 'retained_intron']","['ENSMUSG00000076240.1', 'ENSMUSG00000004846.10']","['Mir702', 'Plod3']","['ENSMUST00000137419.1', 'ENSMUST00000151642.7', 'ENSMUST00000004968.10', 'ENSMUST00000102285.1', 'ENSMUST00000129896.7', 'ENSMUST00000144784.7']","['ENSMUST00000127100.1', 'ENSMUST00000137419.1', 'ENSMUST00000151642.7', 'ENSMUST00000004968.10', 'ENSMUST00000129896.7', 'ENSMUST00000144784.7']","['miRNA', 'protein_coding']"
chr6_47803589_47803704_-,15,543,chr6,47803589,47803704,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,['ENSMUST00000077290.8'],['ENSMUST00000077290.8'],['ENSMUST00000077290.8'],[],['ENSMUST00000102106.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000076060.1', 'ENSMUSG00000025823.9']","['Mir704', 'Pdia4']",['ENSMUST00000077290.8'],"['ENSMUST00000077290.8', 'ENSMUST00000102106.1']","['miRNA', 'protein_coding']"
chr6_99632412_99636108_-,10,344,chr6,99632412,99636108,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,['ENSMUST00000032151.2'],"['ENSMUST00000155466.1', 'ENSMUST00000032151.2']",['ENSMUST00000032151.2'],[],"['ENSMUST00000155466.1', 'ENSMUST00000176255.1']","['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000030068.4', 'ENSMUSG00000093661.1']","['Gm20696', 'Eif4e3']",['ENSMUST00000032151.2'],"['ENSMUST00000155466.1', 'ENSMUST00000032151.2', 'ENSMUST00000176255.1']",['protein_coding']
chr6_99640710_99651718_-,8,430,chr6,99640710,99651718,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000155466.1', 'ENSMUST00000032151.2']",['ENSMUST00000032151.2'],['ENSMUST00000032151.2'],['ENSMUST00000155466.1'],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000030068.4', 'ENSMUSG00000093661.1']","['Gm20696', 'Eif4e3']","['ENSMUST00000155466.1', 'ENSMUST00000032151.2']",['ENSMUST00000032151.2'],['protein_coding']
chr6_99651791_99666627_-,9,288,chr6,99651791,99666627,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000155466.1', 'ENSMUST00000032151.2']","['ENSMUST00000155466.1', 'ENSMUST00000032151.2']","['ENSMUST00000155466.1', 'ENSMUST00000032151.2']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000030068.4', 'ENSMUSG00000093661.1']","['Gm20696', 'Eif4e3']","['ENSMUST00000155466.1', 'ENSMUST00000032151.2']","['ENSMUST00000155466.1', 'ENSMUST00000032151.2']",['protein_coding']
chr7_3293291_3296721_+,13,254,chr7,3293291,3296721,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000203328.2', 'ENSMUST00000203600.1', 'ENSMUST00000096744.7', 'ENSMUST00000203566.2', 'ENSMUST00000204541.1', 'ENSMUST00000164553.6']","['ENSMUST00000203328.2', 'ENSMUST00000096744.7', 'ENSMUST00000203566.2', 'ENSMUST00000204541.1', 'ENSMUST00000164553.6']","['ENSMUST00000164553.6', 'ENSMUST00000096744.7', 'ENSMUST00000203566.2', 'ENSMUST00000204541.1', 'ENSMUST00000203328.2']",['ENSMUST00000203600.1'],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000068566.12', 'ENSMUSG00000078816.9']","['Myadm', 'Prkcg']","['ENSMUST00000164553.6', 'ENSMUST00000096744.7', 'ENSMUST00000203566.2', 'ENSMUST00000204541.1', 'ENSMUST00000203600.1', 'ENSMUST00000203328.2']","['ENSMUST00000164553.6', 'ENSMUST00000096744.7', 'ENSMUST00000203566.2', 'ENSMUST00000204541.1', 'ENSMUST00000203328.2']",['protein_coding']
chr7_43452499_43454517_+,8,290,chr7,43452499,43454517,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000004729.4', 'ENSMUST00000206286.1', 'ENSMUST00000203633.2', 'ENSMUST00000206196.1', 'ENSMUST00000204680.1', 'ENSMUST00000206411.1']","['ENSMUST00000004729.4', 'ENSMUST00000206286.1', 'ENSMUST00000203633.2', 'ENSMUST00000206196.1', 'ENSMUST00000204680.1', 'ENSMUST00000206411.1', 'ENSMUST00000205363.1']","['ENSMUST00000206411.1', 'ENSMUST00000206286.1', 'ENSMUST00000004729.4', 'ENSMUST00000204680.1', 'ENSMUST00000206196.1', 'ENSMUST00000203633.2']",[],['ENSMUST00000205363.1'],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000107482.2', 'ENSMUSG00000004610.4']","['Gm45233', 'Etfb']","['ENSMUST00000206411.1', 'ENSMUST00000206286.1', 'ENSMUST00000004729.4', 'ENSMUST00000204680.1', 'ENSMUST00000206196.1', 'ENSMUST00000203633.2']","['ENSMUST00000206411.1', 'ENSMUST00000206286.1', 'ENSMUST00000004729.4', 'ENSMUST00000204680.1', 'ENSMUST00000205363.1', 'ENSMUST00000206196.1', 'ENSMUST00000203633.2']",['protein_coding']
chr7_127801246_127801460_+,5,257,chr7,127801246,127801460,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000206674.1', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000139068.7', 'ENSMUST00000106271.1', 'ENSMUST00000138432.1']","['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000124631.7', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000138432.1']","['ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000138432.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']","['ENSMUST00000139068.7', 'ENSMUST00000206674.1']","['ENSMUST00000136597.2', 'ENSMUST00000124631.7']","['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000138432.1', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']","['ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000138432.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']",['protein_coding']
chr7_127801616_127801833_+,7,434,chr7,127801616,127801833,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000206995.1', 'ENSMUST00000124631.7', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1']","['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000206995.1', 'ENSMUST00000124631.7', 'ENSMUST00000136597.2', 'ENSMUST00000139068.7', 'ENSMUST00000106271.1']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']",['ENSMUST00000138432.1'],['ENSMUST00000139068.7'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000138432.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']","['ENSMUST00000206995.1', 'ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']",['protein_coding']
chr7_127801942_127802013_+,6,759,chr7,127801942,127802013,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000139068.7', 'ENSMUST00000106271.1']","['ENSMUST00000154987.7', 'ENSMUST00000136823.7', 'ENSMUST00000046863.11', 'ENSMUST00000206674.1', 'ENSMUST00000106272.7', 'ENSMUST00000125188.7', 'ENSMUST00000155005.2', 'ENSMUST00000139068.7', 'ENSMUST00000106271.1']","['ENSMUST00000125188.7', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7']",[],['ENSMUST00000206674.1'],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000125188.7', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7']","['ENSMUST00000125188.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7']",['protein_coding']
chr7_127802113_127802235_+,7,719,chr7,127802113,127802235,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000154987.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000106272.7', 'ENSMUST00000155005.2', 'ENSMUST00000124631.7', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1']","['ENSMUST00000154987.7', 'ENSMUST00000046863.11', 'ENSMUST00000132702.7', 'ENSMUST00000144748.7', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2']","['ENSMUST00000132702.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000144748.7']","['ENSMUST00000125188.7', 'ENSMUST00000106271.1', 'ENSMUST00000124631.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7']",[],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000108815.1', 'ENSMUSG00000042289.11']","['Gm49388', 'Hsd3b7']","['ENSMUST00000132702.7', 'ENSMUST00000125188.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000106271.1', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000124631.7', 'ENSMUST00000139068.7', 'ENSMUST00000136823.7', 'ENSMUST00000144748.7']","['ENSMUST00000132702.7', 'ENSMUST00000206674.1', 'ENSMUST00000046863.11', 'ENSMUST00000155005.2', 'ENSMUST00000136597.2', 'ENSMUST00000154987.7', 'ENSMUST00000106272.7', 'ENSMUST00000144748.7']",['protein_coding']
